2020-08-09  18:32,1289565467225362432,ghai2806,"RT @StanChartIN: This #Rakshabandhan everything is different except the way you send gifts, with the SC Mobile App! 
Standard Chartered wis…",2020-08-01 14:15:41,,,,
2020-08-09  18:32,1289516630221840386,StanChartIN,"This #Rakshabandhan everything is different except the way you send gifts, with the SC Mobile App! 
Standard Charte… https://t.co/idHX1031HG",2020-08-01 11:01:37,,,,India
2020-08-09  18:32,1289492998242238465,hearty_it,@uncleboluW Stanbic StandardChartered Union Fcmb Firstbank GTB Sterling Eco Access Zenith Mainstreet #PalmPayAnniversary,2020-08-01 09:27:43,,,,"Lagos, Nigeria"
2020-08-09  18:32,1289492872203350016,OlabodeAkintun1,@uncleboluW Stanbic StandardChartered Union Fcmb Firstbank GTB Sterling Eco Access Zenith Mainstreet #PalmPayAnniversary,2020-08-01 09:27:13,,,,
2020-08-09  18:32,1289472044615180288,StanChart,"@prvsomani Please refer the link https://t.co/Q150tWs7ae… to register for the DND. 
Please allow 30 working days fr… https://t.co/ubOOQCQ6AJ",2020-08-01 08:04:27,,,,"London, England"
2020-08-09  18:32,1289471467256598529,LFCWSC,@LiverpoolFCW and @LFC have finally announced their 20/21 season @nikefootball kit! What do you all think?… https://t.co/792gSiDkvW,2020-08-01 08:02:09,,,,
2020-08-09  18:32,1289443275846365184,StanChartHelpIN,@vinaykhurana09 Please refer the link https://t.co/lzDcVE2EUI to register for the DND. Please allow 30 working days… https://t.co/7ZDo78bn2i,2020-08-01 06:10:08,,,,India
2020-08-09  18:32,1289236047155482624,ChargePlate_in,"RT @ChargePlate_in: StanChart EMI Offer | 10% Cashback on VOLTAS/VOLTBEK Products https://t.co/GeaM0O9Qkc via @chargeplate_in 

#StanChart…",2020-07-31 16:26:41,,,,"New Delhi, India"
2020-08-09  18:32,1289236025944858626,ChargePlate_in,"RT @ChargePlate_in: StanChart EMI Offer | 5% Cashback on @Oppo Mobile Phones https://t.co/OA8UZFmNwJ via @chargeplate_in 

#StanChart #Stan…",2020-07-31 16:26:36,,,,"New Delhi, India"
2020-08-09  18:32,1289236000292499456,ChargePlate_in,"RT @ChargePlate_in: StanChart EMI Offer | 10% Cashback on #Haier Products https://t.co/zqPpuDPJWq via @chargeplate_in 

#StanChart #Standar…",2020-07-31 16:26:29,,,,"New Delhi, India"
